,label,act,logp,lumo,charge
http://dl-learner.org/mutagenesis#d7_10,2.0,,,,0.136
http://dl-learner.org/mutagenesis#d7_11,2.0,,,,0.136
http://dl-learner.org/mutagenesis#d7_12,2.0,,,,0.006
http://dl-learner.org/mutagenesis#d7_13,2.0,,,,-0.124
http://dl-learner.org/mutagenesis#d7_14,2.0,,,,-0.124
http://dl-learner.org/mutagenesis#d7_15,2.0,,,,-0.124
http://dl-learner.org/mutagenesis#d7_16,2.0,,,,-0.174
http://dl-learner.org/mutagenesis#d7_17,2.0,,,,-0.124
http://dl-learner.org/mutagenesis#d7_18,2.0,,,,0.136
http://dl-learner.org/mutagenesis#d7_19,2.0,,,,0.136
http://dl-learner.org/mutagenesis#d7_2,2.0,,,,-0.124
http://dl-learner.org/mutagenesis#d7_20,2.0,,,,0.136
http://dl-learner.org/mutagenesis#d7_21,2.0,,,,0.006
http://dl-learner.org/mutagenesis#d7_22,2.0,,,,0.056
http://dl-learner.org/mutagenesis#d7_23,2.0,,,,0.056
http://dl-learner.org/mutagenesis#d7_24,2.0,,,,0.056
http://dl-learner.org/mutagenesis#d7_25,2.0,,,,0.805
http://dl-learner.org/mutagenesis#d7_26,2.0,,,,-0.395
http://dl-learner.org/mutagenesis#d7_27,2.0,,,,-0.394
http://dl-learner.org/mutagenesis#d7_3,2.0,,,,-0.124
http://dl-learner.org/mutagenesis#d7_4,2.0,,,,0.006
http://dl-learner.org/mutagenesis#d7_5,2.0,,,,-0.124
http://dl-learner.org/mutagenesis#d7_6,2.0,,,,-0.124
http://dl-learner.org/mutagenesis#d7_7,2.0,,,,0.136
http://dl-learner.org/mutagenesis#d7_8,2.0,,,,0.136
http://dl-learner.org/mutagenesis#d7_9,2.0,,,,0.136
http://dl-learner.org/mutagenesis#d80_1,2.0,,,,-0.122
http://dl-learner.org/mutagenesis#d80_10,2.0,,,,-0.122
http://dl-learner.org/mutagenesis#d80_11,2.0,,,,-0.122
http://dl-learner.org/mutagenesis#d80_12,2.0,,,,-0.122
http://dl-learner.org/mutagenesis#d80_13,2.0,,,,0.008
http://dl-learner.org/mutagenesis#d80_14,2.0,,,,0.139
http://dl-learner.org/mutagenesis#d80_15,2.0,,,,0.138
http://dl-learner.org/mutagenesis#d80_16,2.0,,,,0.138
http://dl-learner.org/mutagenesis#d80_17,2.0,,,,0.008
http://dl-learner.org/mutagenesis#d80_18,2.0,,,,0.008
http://dl-learner.org/mutagenesis#d80_19,2.0,,,,-0.122
http://dl-learner.org/mutagenesis#d80_2,2.0,,,,-0.122
http://dl-learner.org/mutagenesis#d80_20,2.0,,,,-0.122
http://dl-learner.org/mutagenesis#d80_21,2.0,,,,-0.122
http://dl-learner.org/mutagenesis#d80_22,2.0,,,,-0.122
http://dl-learner.org/mutagenesis#d80_23,2.0,,,,0.139
http://dl-learner.org/mutagenesis#d80_24,2.0,,,,0.138
http://dl-learner.org/mutagenesis#d80_25,2.0,,,,0.138
http://dl-learner.org/mutagenesis#d80_26,2.0,,,,0.809
http://dl-learner.org/mutagenesis#d80_27,2.0,,,,-0.391
http://dl-learner.org/mutagenesis#d80_28,2.0,,,,-0.391
http://dl-learner.org/mutagenesis#d80_3,2.0,,,,0.008
http://dl-learner.org/mutagenesis#d80_4,2.0,,,,-0.092
http://dl-learner.org/mutagenesis#d80_5,2.0,,,,0.008
http://dl-learner.org/mutagenesis#d80_6,2.0,,,,-0.122
http://dl-learner.org/mutagenesis#d80_7,2.0,,,,0.139
http://dl-learner.org/mutagenesis#d80_8,2.0,,,,0.138
http://dl-learner.org/mutagenesis#d80_9,2.0,,,,0.138
http://dl-learner.org/mutagenesis#d81_1,2.0,,,,-0.114
http://dl-learner.org/mutagenesis#d81_10,2.0,,,,0.146
http://dl-learner.org/mutagenesis#d81_11,2.0,,,,0.817
http://dl-learner.org/mutagenesis#d81_12,2.0,,,,0.817
http://dl-learner.org/mutagenesis#d81_13,2.0,,,,-0.383
http://dl-learner.org/mutagenesis#d81_14,2.0,,,,-0.384
http://dl-learner.org/mutagenesis#d81_15,2.0,,,,-0.384
http://dl-learner.org/mutagenesis#d81_16,2.0,,,,-0.383
http://dl-learner.org/mutagenesis#d81_2,2.0,,,,-0.114
http://dl-learner.org/mutagenesis#d81_3,2.0,,,,-0.114
http://dl-learner.org/mutagenesis#d81_4,2.0,,,,-0.114
http://dl-learner.org/mutagenesis#d81_5,2.0,,,,-0.114
http://dl-learner.org/mutagenesis#d81_6,2.0,,,,-0.114
http://dl-learner.org/mutagenesis#d81_7,2.0,,,,0.146
http://dl-learner.org/mutagenesis#d81_8,2.0,,,,0.146
http://dl-learner.org/mutagenesis#d81_9,2.0,,,,0.146
http://dl-learner.org/mutagenesis#d82_1,2.0,,,,-0.115
http://dl-learner.org/mutagenesis#d82_10,2.0,,,,-0.115
http://dl-learner.org/mutagenesis#d82_11,2.0,,,,-0.115
http://dl-learner.org/mutagenesis#d82_12,2.0,,,,0.015
http://dl-learner.org/mutagenesis#d82_13,2.0,,,,0.145
http://dl-learner.org/mutagenesis#d82_14,2.0,,,,0.015
http://dl-learner.org/mutagenesis#d82_15,2.0,,,,0.015
http://dl-learner.org/mutagenesis#d82_16,2.0,,,,-0.115
http://dl-learner.org/mutagenesis#d82_17,2.0,,,,-0.115
http://dl-learner.org/mutagenesis#d82_18,2.0,,,,-0.115
http://dl-learner.org/mutagenesis#d82_19,2.0,,,,-0.115
http://dl-learner.org/mutagenesis#d82_2,2.0,,,,-0.115
http://dl-learner.org/mutagenesis#d82_20,2.0,,,,0.146
http://dl-learner.org/mutagenesis#d82_21,2.0,,,,0.145
http://dl-learner.org/mutagenesis#d82_22,2.0,,,,0.145
http://dl-learner.org/mutagenesis#d82_23,2.0,,,,0.145
http://dl-learner.org/mutagenesis#d82_24,2.0,,,,0.816
http://dl-learner.org/mutagenesis#d82_25,2.0,,,,0.816
http://dl-learner.org/mutagenesis#d82_26,2.0,,,,0.816
http://dl-learner.org/mutagenesis#d82_27,2.0,,,,-0.384
http://dl-learner.org/mutagenesis#d82_28,2.0,,,,-0.384
http://dl-learner.org/mutagenesis#d82_29,2.0,,,,-0.384
http://dl-learner.org/mutagenesis#d82_3,2.0,,,,0.015
http://dl-learner.org/mutagenesis#d82_30,2.0,,,,-0.384
http://dl-learner.org/mutagenesis#d82_31,2.0,,,,-0.384
http://dl-learner.org/mutagenesis#d82_32,2.0,,,,-0.384
http://dl-learner.org/mutagenesis#d82_4,2.0,,,,-0.085
http://dl-learner.org/mutagenesis#d82_5,2.0,,,,0.015
http://dl-learner.org/mutagenesis#d82_6,2.0,,,,-0.115
http://dl-learner.org/mutagenesis#d82_7,2.0,,,,0.145
http://dl-learner.org/mutagenesis#d82_8,2.0,,,,0.145
http://dl-learner.org/mutagenesis#d82_9,2.0,,,,-0.115
http://dl-learner.org/mutagenesis#d83_1,2.0,,,,-0.148
http://dl-learner.org/mutagenesis#d83_10,2.0,,,,-0.148
http://dl-learner.org/mutagenesis#d83_11,2.0,,,,-0.148
http://dl-learner.org/mutagenesis#d83_12,2.0,,,,0.082
http://dl-learner.org/mutagenesis#d83_13,2.0,,,,-0.557
http://dl-learner.org/mutagenesis#d83_14,2.0,,,,0.783
http://dl-learner.org/mutagenesis#d83_15,2.0,,,,-0.418
http://dl-learner.org/mutagenesis#d83_16,2.0,,,,-0.418
http://dl-learner.org/mutagenesis#d83_17,2.0,,,,0.112
http://dl-learner.org/mutagenesis#d83_18,2.0,,,,0.112
http://dl-learner.org/mutagenesis#d83_19,2.0,,,,0.112
http://dl-learner.org/mutagenesis#d83_2,2.0,,,,-0.148
http://dl-learner.org/mutagenesis#d83_20,2.0,,,,0.112
http://dl-learner.org/mutagenesis#d83_21,2.0,,,,0.112
http://dl-learner.org/mutagenesis#d83_22,2.0,,,,0.112
http://dl-learner.org/mutagenesis#d83_23,2.0,,,,0.112
http://dl-learner.org/mutagenesis#d83_24,2.0,,,,0.282
http://dl-learner.org/mutagenesis#d83_3,2.0,,,,0.282
http://dl-learner.org/mutagenesis#d83_4,2.0,,,,0.082
http://dl-learner.org/mutagenesis#d83_5,2.0,,,,-0.148
http://dl-learner.org/mutagenesis#d83_6,2.0,,,,-0.148
http://dl-learner.org/mutagenesis#d83_7,2.0,,,,0.282
http://dl-learner.org/mutagenesis#d83_8,2.0,,,,-0.148
http://dl-learner.org/mutagenesis#d83_9,2.0,,,,-0.148
http://dl-learner.org/mutagenesis#d84_1,2.0,,,,-0.123
http://dl-learner.org/mutagenesis#d84_10,2.0,,,,0.137
http://dl-learner.org/mutagenesis#d84_11,2.0,,,,-0.193
http://dl-learner.org/mutagenesis#d84_12,2.0,,,,-0.192
http://dl-learner.org/mutagenesis#d84_13,2.0,,,,0.107
http://dl-learner.org/mutagenesis#d84_14,2.0,,,,0.107
http://dl-learner.org/mutagenesis#d84_15,2.0,,,,0.107
http://dl-learner.org/mutagenesis#d84_16,2.0,,,,0.808
http://dl-learner.org/mutagenesis#d84_17,2.0,,,,-0.392
http://dl-learner.org/mutagenesis#d84_18,2.0,,,,-0.392
http://dl-learner.org/mutagenesis#d84_2,2.0,,,,-0.123
http://dl-learner.org/mutagenesis#d84_3,2.0,,,,-0.123
http://dl-learner.org/mutagenesis#d84_4,2.0,,,,-0.123
http://dl-learner.org/mutagenesis#d84_5,2.0,,,,0.107
http://dl-learner.org/mutagenesis#d84_6,2.0,,,,-0.123
http://dl-learner.org/mutagenesis#d84_7,2.0,,,,0.137
http://dl-learner.org/mutagenesis#d84_8,2.0,,,,0.137
http://dl-learner.org/mutagenesis#d84_9,2.0,,,,0.137
http://dl-learner.org/mutagenesis#d85_1,2.0,,,,-0.112
http://dl-learner.org/mutagenesis#d85_10,2.0,,,,-0.112
http://dl-learner.org/mutagenesis#d85_11,2.0,,,,-0.112
http://dl-learner.org/mutagenesis#d85_12,2.0,,,,0.018
http://dl-learner.org/mutagenesis#d85_13,2.0,,,,-0.082
http://dl-learner.org/mutagenesis#d85_14,2.0,,,,-0.082
http://dl-learner.org/mutagenesis#d85_15,2.0,,,,-0.112
http://dl-learner.org/mutagenesis#d85_16,2.0,,,,-0.112
http://dl-learner.org/mutagenesis#d85_17,2.0,,,,-0.112
http://dl-learner.org/mutagenesis#d85_18,2.0,,,,-0.112
http://dl-learner.org/mutagenesis#d85_19,2.0,,,,0.018
http://dl-learner.org/mutagenesis#d85_2,2.0,,,,-0.112
http://dl-learner.org/mutagenesis#d85_20,2.0,,,,-0.112
http://dl-learner.org/mutagenesis#d85_21,2.0,,,,0.147
http://dl-learner.org/mutagenesis#d85_22,2.0,,,,0.148
http://dl-learner.org/mutagenesis#d85_23,2.0,,,,0.148
http://dl-learner.org/mutagenesis#d85_24,2.0,,,,0.147
http://dl-learner.org/mutagenesis#d85_25,2.0,,,,0.147
http://dl-learner.org/mutagenesis#d85_26,2.0,,,,0.147
http://dl-learner.org/mutagenesis#d85_27,2.0,,,,0.147
http://dl-learner.org/mutagenesis#d85_28,2.0,,,,0.147
http://dl-learner.org/mutagenesis#d85_29,2.0,,,,0.147
http://dl-learner.org/mutagenesis#d85_3,2.0,,,,-0.112
http://dl-learner.org/mutagenesis#d85_30,2.0,,,,0.147
http://dl-learner.org/mutagenesis#d85_31,2.0,,,,0.147
http://dl-learner.org/mutagenesis#d85_32,2.0,,,,0.817
http://dl-learner.org/mutagenesis#d85_33,2.0,,,,-0.383
http://dl-learner.org/mutagenesis#d85_34,2.0,,,,-0.383
http://dl-learner.org/mutagenesis#d85_4,2.0,,,,-0.082
http://dl-learner.org/mutagenesis#d85_5,2.0,,,,0.018
http://dl-learner.org/mutagenesis#d85_6,2.0,,,,-0.112
http://dl-learner.org/mutagenesis#d85_7,2.0,,,,-0.082
http://dl-learner.org/mutagenesis#d85_8,2.0,,,,-0.082
http://dl-learner.org/mutagenesis#d85_9,2.0,,,,-0.082
http://dl-learner.org/mutagenesis#d86_1,2.0,,,,-0.109
http://dl-learner.org/mutagenesis#d86_10,2.0,,,,-0.109
http://dl-learner.org/mutagenesis#d86_11,2.0,,,,-0.109
http://dl-learner.org/mutagenesis#d86_12,2.0,,,,0.021
http://dl-learner.org/mutagenesis#d86_13,2.0,,,,-0.079
http://dl-learner.org/mutagenesis#d86_14,2.0,,,,-0.079
http://dl-learner.org/mutagenesis#d86_15,2.0,,,,-0.109
http://dl-learner.org/mutagenesis#d86_16,2.0,,,,-0.108
http://dl-learner.org/mutagenesis#d86_17,2.0,,,,-0.108
http://dl-learner.org/mutagenesis#d86_18,2.0,,,,-0.109
http://dl-learner.org/mutagenesis#d86_19,2.0,,,,-0.079
http://dl-learner.org/mutagenesis#d86_2,2.0,,,,-0.109
http://dl-learner.org/mutagenesis#d86_20,2.0,,,,-0.109
http://dl-learner.org/mutagenesis#d86_21,2.0,,,,0.152
http://dl-learner.org/mutagenesis#d86_22,2.0,,,,0.152
http://dl-learner.org/mutagenesis#d86_23,2.0,,,,0.152
http://dl-learner.org/mutagenesis#d86_24,2.0,,,,0.152
http://dl-learner.org/mutagenesis#d86_25,2.0,,,,0.152
http://dl-learner.org/mutagenesis#d86_26,2.0,,,,0.152
http://dl-learner.org/mutagenesis#d86_27,2.0,,,,0.152
http://dl-learner.org/mutagenesis#d86_28,2.0,,,,0.152
http://dl-learner.org/mutagenesis#d86_29,2.0,,,,0.152
http://dl-learner.org/mutagenesis#d86_3,2.0,,,,-0.109
http://dl-learner.org/mutagenesis#d86_30,2.0,,,,0.152
http://dl-learner.org/mutagenesis#d86_31,2.0,,,,0.122
http://dl-learner.org/mutagenesis#d86_32,2.0,,,,0.822
http://dl-learner.org/mutagenesis#d86_33,2.0,,,,-0.378
http://dl-learner.org/mutagenesis#d86_34,2.0,,,,-0.378
http://dl-learner.org/mutagenesis#d86_4,2.0,,,,-0.079
http://dl-learner.org/mutagenesis#d86_5,2.0,,,,0.021
http://dl-learner.org/mutagenesis#d86_6,2.0,,,,-0.109
http://dl-learner.org/mutagenesis#d86_7,2.0,,,,-0.079
http://dl-learner.org/mutagenesis#d86_8,2.0,,,,-0.079
http://dl-learner.org/mutagenesis#d86_9,2.0,,,,-0.079
http://dl-learner.org/mutagenesis#d87_1,2.0,,,,-0.141
http://dl-learner.org/mutagenesis#d87_10,2.0,,,,-0.14
http://dl-learner.org/mutagenesis#d87_11,2.0,,,,-0.141
http://dl-learner.org/mutagenesis#d87_12,2.0,,,,0.09
http://dl-learner.org/mutagenesis#d87_13,2.0,,,,-0.04
http://dl-learner.org/mutagenesis#d87_14,2.0,,,,0.789
http://dl-learner.org/mutagenesis#d87_15,2.0,,,,-0.411
http://dl-learner.org/mutagenesis#d87_16,2.0,,,,-0.411
http://dl-learner.org/mutagenesis#d87_17,2.0,,,,0.12
http://dl-learner.org/mutagenesis#d87_18,2.0,,,,0.12
http://dl-learner.org/mutagenesis#d87_19,2.0,,,,0.12
http://dl-learner.org/mutagenesis#d87_2,2.0,,,,-0.141
http://dl-learner.org/mutagenesis#d87_20,2.0,,,,0.12
http://dl-learner.org/mutagenesis#d87_21,2.0,,,,0.12
http://dl-learner.org/mutagenesis#d87_22,2.0,,,,0.12
http://dl-learner.org/mutagenesis#d87_23,2.0,,,,0.12
http://dl-learner.org/mutagenesis#d87_3,2.0,,,,0.09
http://dl-learner.org/mutagenesis#d87_4,2.0,,,,0.09
http://dl-learner.org/mutagenesis#d87_5,2.0,,,,-0.141
http://dl-learner.org/mutagenesis#d87_6,2.0,,,,-0.141
http://dl-learner.org/mutagenesis#d87_7,2.0,,,,0.09
http://dl-learner.org/mutagenesis#d87_8,2.0,,,,-0.141
http://dl-learner.org/mutagenesis#d87_9,2.0,,,,-0.141
http://dl-learner.org/mutagenesis#d88_1,2.0,,,,-0.129
http://dl-learner.org/mutagenesis#d88_10,2.0,,,,0.13
http://dl-learner.org/mutagenesis#d88_11,2.0,,,,0.55
http://dl-learner.org/mutagenesis#d88_12,2.0,,,,0.001
http://dl-learner.org/mutagenesis#d88_13,2.0,,,,0.051
http://dl-learner.org/mutagenesis#d88_14,2.0,,,,0.051
http://dl-learner.org/mutagenesis#d88_15,2.0,,,,0.051
http://dl-learner.org/mutagenesis#d88_16,2.0,,,,-0.58
http://dl-learner.org/mutagenesis#d88_17,2.0,,,,0.8
http://dl-learner.org/mutagenesis#d88_18,2.0,,,,-0.4
http://dl-learner.org/mutagenesis#d88_19,2.0,,,,-0.4
http://dl-learner.org/mutagenesis#d88_2,2.0,,,,-0.129
http://dl-learner.org/mutagenesis#d88_3,2.0,,,,-0.129
http://dl-learner.org/mutagenesis#d88_4,2.0,,,,-0.129
http://dl-learner.org/mutagenesis#d88_5,2.0,,,,0.001
http://dl-learner.org/mutagenesis#d88_6,2.0,,,,-0.129
http://dl-learner.org/mutagenesis#d88_7,2.0,,,,0.13
http://dl-learner.org/mutagenesis#d88_8,2.0,,,,0.13
http://dl-learner.org/mutagenesis#d88_9,2.0,,,,0.13
http://dl-learner.org/mutagenesis#d89_1,2.0,,,,-0.107
http://dl-learner.org/mutagenesis#d89_10,2.0,,,,0.113
http://dl-learner.org/mutagenesis#d89_11,2.0,,,,0.823
http://dl-learner.org/mutagenesis#d89_12,2.0,,,,-0.377
http://dl-learner.org/mutagenesis#d89_13,2.0,,,,-0.377
http://dl-learner.org/mutagenesis#d89_14,2.0,,,,0.153
http://dl-learner.org/mutagenesis#d89_15,2.0,,,,0.123
http://dl-learner.org/mutagenesis#d89_16,2.0,,,,0.153
http://dl-learner.org/mutagenesis#d89_17,2.0,,,,0.153
http://dl-learner.org/mutagenesis#d89_18,2.0,,,,0.073
http://dl-learner.org/mutagenesis#d89_19,2.0,,,,0.073
http://dl-learner.org/mutagenesis#d89_2,2.0,,,,-0.107
http://dl-learner.org/mutagenesis#d89_20,2.0,,,,0.073
http://dl-learner.org/mutagenesis#d89_3,2.0,,,,0.323
http://dl-learner.org/mutagenesis#d89_4,2.0,,,,0.123
http://dl-learner.org/mutagenesis#d89_5,2.0,,,,-0.107
http://dl-learner.org/mutagenesis#d89_6,2.0,,,,-0.107
http://dl-learner.org/mutagenesis#d89_7,2.0,,,,-0.517
http://dl-learner.org/mutagenesis#d89_8,2.0,,,,-0.377
http://dl-learner.org/mutagenesis#d89_9,2.0,,,,-0.107
http://dl-learner.org/mutagenesis#d8_1,2.0,,,,-0.125
http://dl-learner.org/mutagenesis#d8_10,2.0,,,,-0.125
http://dl-learner.org/mutagenesis#d8_11,2.0,,,,-0.125
http://dl-learner.org/mutagenesis#d8_12,2.0,,,,0.005
http://dl-learner.org/mutagenesis#d8_13,2.0,,,,0.005
http://dl-learner.org/mutagenesis#d8_14,2.0,,,,0.804
http://dl-learner.org/mutagenesis#d8_15,2.0,,,,-0.396
http://dl-learner.org/mutagenesis#d8_16,2.0,,,,-0.396
http://dl-learner.org/mutagenesis#d8_17,2.0,,,,0.134
http://dl-learner.org/mutagenesis#d8_18,2.0,,,,0.134
http://dl-learner.org/mutagenesis#d8_19,2.0,,,,0.134
http://dl-learner.org/mutagenesis#d8_2,2.0,,,,-0.125
http://dl-learner.org/mutagenesis#d8_20,2.0,,,,0.134
http://dl-learner.org/mutagenesis#d8_21,2.0,,,,0.134
http://dl-learner.org/mutagenesis#d8_22,2.0,,,,0.134
http://dl-learner.org/mutagenesis#d8_23,2.0,,,,0.055
http://dl-learner.org/mutagenesis#d8_24,2.0,,,,0.055
http://dl-learner.org/mutagenesis#d8_25,2.0,,,,-0.396
http://dl-learner.org/mutagenesis#d8_26,2.0,,,,0.704
http://dl-learner.org/mutagenesis#d8_27,2.0,,,,0.005
http://dl-learner.org/mutagenesis#d8_28,2.0,,,,0.055
http://dl-learner.org/mutagenesis#d8_29,2.0,,,,0.055
http://dl-learner.org/mutagenesis#d8_3,2.0,,,,-0.125
http://dl-learner.org/mutagenesis#d8_30,2.0,,,,0.055
http://dl-learner.org/mutagenesis#d8_31,2.0,,,,-0.546
http://dl-learner.org/mutagenesis#d8_4,2.0,,,,0.005
http://dl-learner.org/mutagenesis#d8_5,2.0,,,,-0.125
http://dl-learner.org/mutagenesis#d8_6,2.0,,,,-0.126
http://dl-learner.org/mutagenesis#d8_7,2.0,,,,-0.125
http://dl-learner.org/mutagenesis#d8_8,2.0,,,,-0.126
http://dl-learner.org/mutagenesis#d8_9,2.0,,,,0.254
http://dl-learner.org/mutagenesis#d90_1,2.0,,,,-0.109
http://dl-learner.org/mutagenesis#d90_10,2.0,,,,-0.108
http://dl-learner.org/mutagenesis#d90_11,2.0,,,,-0.109
http://dl-learner.org/mutagenesis#d90_12,2.0,,,,0.021
http://dl-learner.org/mutagenesis#d90_13,2.0,,,,-0.079
http://dl-learner.org/mutagenesis#d90_14,2.0,,,,0.152
http://dl-learner.org/mutagenesis#d90_15,2.0,,,,0.152
http://dl-learner.org/mutagenesis#d90_16,2.0,,,,-0.079
http://dl-learner.org/mutagenesis#d90_17,2.0,,,,-0.079
http://dl-learner.org/mutagenesis#d90_18,2.0,,,,-0.079
http://dl-learner.org/mutagenesis#d90_19,2.0,,,,-0.109
http://dl-learner.org/mutagenesis#d90_2,2.0,,,,-0.109
http://dl-learner.org/mutagenesis#d90_20,2.0,,,,-0.108
http://dl-learner.org/mutagenesis#d90_21,2.0,,,,-0.109
http://dl-learner.org/mutagenesis#d90_22,2.0,,,,0.152
http://dl-learner.org/mutagenesis#d90_23,2.0,,,,0.152
http://dl-learner.org/mutagenesis#d90_24,2.0,,,,-0.109
http://dl-learner.org/mutagenesis#d90_25,2.0,,,,-0.109
http://dl-learner.org/mutagenesis#d90_26,2.0,,,,-0.109
http://dl-learner.org/mutagenesis#d90_27,2.0,,,,-0.109
http://dl-learner.org/mutagenesis#d90_28,2.0,,,,0.152
http://dl-learner.org/mutagenesis#d90_29,2.0,,,,0.152
http://dl-learner.org/mutagenesis#d90_3,2.0,,,,0.021
http://dl-learner.org/mutagenesis#d90_30,2.0,,,,0.152
http://dl-learner.org/mutagenesis#d90_31,2.0,,,,0.152
http://dl-learner.org/mutagenesis#d90_32,2.0,,,,0.822
http://dl-learner.org/mutagenesis#d90_33,2.0,,,,-0.378
http://dl-learner.org/mutagenesis#d90_34,2.0,,,,-0.378
http://dl-learner.org/mutagenesis#d90_4,2.0,,,,-0.079
http://dl-learner.org/mutagenesis#d90_5,2.0,,,,-0.079
http://dl-learner.org/mutagenesis#d90_6,2.0,,,,-0.109
http://dl-learner.org/mutagenesis#d90_7,2.0,,,,0.152
http://dl-learner.org/mutagenesis#d90_8,2.0,,,,0.152
http://dl-learner.org/mutagenesis#d90_9,2.0,,,,0.152
http://dl-learner.org/mutagenesis#d91_1,2.0,,,,0.206
http://dl-learner.org/mutagenesis#d91_10,2.0,,,,0.017
http://dl-learner.org/mutagenesis#d91_11,2.0,,,,-0.113
http://dl-learner.org/mutagenesis#d91_12,2.0,,,,-0.113
http://dl-learner.org/mutagenesis#d91_13,2.0,,,,0.017
http://dl-learner.org/mutagenesis#d91_14,2.0,,,,-0.083
http://dl-learner.org/mutagenesis#d91_15,2.0,,,,0.017
http://dl-learner.org/mutagenesis#d91_16,2.0,,,,-0.113
http://dl-learner.org/mutagenesis#d91_17,2.0,,,,-0.114
http://dl-learner.org/mutagenesis#d91_18,2.0,,,,-0.114
http://dl-learner.org/mutagenesis#d91_19,2.0,,,,-0.113
http://dl-learner.org/mutagenesis#d91_2,2.0,,,,0.017
http://dl-learner.org/mutagenesis#d91_20,2.0,,,,-0.113
http://dl-learner.org/mutagenesis#d91_21,2.0,,,,0.816
http://dl-learner.org/mutagenesis#d91_22,2.0,,,,-0.385
http://dl-learner.org/mutagenesis#d91_23,2.0,,,,-0.385
http://dl-learner.org/mutagenesis#d91_24,2.0,,,,0.067
http://dl-learner.org/mutagenesis#d91_25,2.0,,,,0.067
http://dl-learner.org/mutagenesis#d91_26,2.0,,,,0.067
http://dl-learner.org/mutagenesis#d91_27,2.0,,,,0.067
http://dl-learner.org/mutagenesis#d91_28,2.0,,,,0.146
http://dl-learner.org/mutagenesis#d91_29,2.0,,,,0.146
http://dl-learner.org/mutagenesis#d91_3,2.0,,,,-0.114
http://dl-learner.org/mutagenesis#d91_30,2.0,,,,0.146
http://dl-learner.org/mutagenesis#d91_31,2.0,,,,0.146
http://dl-learner.org/mutagenesis#d91_32,2.0,,,,0.146
http://dl-learner.org/mutagenesis#d91_33,2.0,,,,0.146
http://dl-learner.org/mutagenesis#d91_34,2.0,,,,0.146
http://dl-learner.org/mutagenesis#d91_35,2.0,,,,-0.634
http://dl-learner.org/mutagenesis#d91_36,2.0,,,,0.077
http://dl-learner.org/mutagenesis#d91_37,2.0,,,,-0.634
http://dl-learner.org/mutagenesis#d91_38,2.0,,,,0.067
http://dl-learner.org/mutagenesis#d91_39,2.0,,,,0.416
http://dl-learner.org/mutagenesis#d91_4,2.0,,,,0.017
http://dl-learner.org/mutagenesis#d91_40,2.0,,,,0.416
http://dl-learner.org/mutagenesis#d91_5,2.0,,,,-0.083
http://dl-learner.org/mutagenesis#d91_6,2.0,,,,-0.083
http://dl-learner.org/mutagenesis#d91_7,2.0,,,,-0.113
http://dl-learner.org/mutagenesis#d91_8,2.0,,,,0.017
http://dl-learner.org/mutagenesis#d91_9,2.0,,,,-0.083
http://dl-learner.org/mutagenesis#d92_1,2.0,,,,-0.126
http://dl-learner.org/mutagenesis#d92_10,2.0,,,,0.004
http://dl-learner.org/mutagenesis#d92_11,2.0,,,,0.004
http://dl-learner.org/mutagenesis#d92_12,2.0,,,,-0.096
http://dl-learner.org/mutagenesis#d92_13,2.0,,,,-0.096
http://dl-learner.org/mutagenesis#d92_14,2.0,,,,-0.126
http://dl-learner.org/mutagenesis#d92_15,2.0,,,,-0.126
http://dl-learner.org/mutagenesis#d92_16,2.0,,,,-0.126
http://dl-learner.org/mutagenesis#d92_17,2.0,,,,0.805
http://dl-learner.org/mutagenesis#d92_18,2.0,,,,-0.395
http://dl-learner.org/mutagenesis#d92_19,2.0,,,,-0.396
http://dl-learner.org/mutagenesis#d92_2,2.0,,,,-0.126
http://dl-learner.org/mutagenesis#d92_20,2.0,,,,0.134
http://dl-learner.org/mutagenesis#d92_21,2.0,,,,0.134
http://dl-learner.org/mutagenesis#d92_22,2.0,,,,0.134
http://dl-learner.org/mutagenesis#d92_23,2.0,,,,0.134
http://dl-learner.org/mutagenesis#d92_24,2.0,,,,0.134
http://dl-learner.org/mutagenesis#d92_25,2.0,,,,0.054
http://dl-learner.org/mutagenesis#d92_26,2.0,,,,0.054
http://dl-learner.org/mutagenesis#d92_27,2.0,,,,0.054
http://dl-learner.org/mutagenesis#d92_28,2.0,,,,0.054
http://dl-learner.org/mutagenesis#d92_29,2.0,,,,0.054
http://dl-learner.org/mutagenesis#d92_3,2.0,,,,0.004
http://dl-learner.org/mutagenesis#d92_30,2.0,,,,0.054
http://dl-learner.org/mutagenesis#d92_31,2.0,,,,0.054
http://dl-learner.org/mutagenesis#d92_32,2.0,,,,0.054
http://dl-learner.org/mutagenesis#d92_4,2.0,,,,0.004
http://dl-learner.org/mutagenesis#d92_5,2.0,,,,0.004
http://dl-learner.org/mutagenesis#d92_6,2.0,,,,-0.126
http://dl-learner.org/mutagenesis#d92_7,2.0,,,,-0.096
http://dl-learner.org/mutagenesis#d92_8,2.0,,,,-0.096
http://dl-learner.org/mutagenesis#d92_9,2.0,,,,0.004
http://dl-learner.org/mutagenesis#d93_1,2.0,,,,-0.109
http://dl-learner.org/mutagenesis#d93_10,2.0,,,,-0.108
http://dl-learner.org/mutagenesis#d93_11,2.0,,,,-0.109
http://dl-learner.org/mutagenesis#d93_12,2.0,,,,0.021
http://dl-learner.org/mutagenesis#d93_13,2.0,,,,-0.079
http://dl-learner.org/mutagenesis#d93_14,2.0,,,,0.152
