,dribble_efficiency,minutes_played,shot_efficiency,tackle_efficiency,total_fouls_won
http://dl-learner.org/res/action755126843,-1.0,90.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action755126943,-1.0,90.0,-1.0,1.0,1.0
http://dl-learner.org/res/action755127043,-1.0,90.0,0.0,1.0,0.0
http://dl-learner.org/res/action75515143,0.0,90.0,-1.0,1.0,1.0
http://dl-learner.org/res/action75515243,1.0,90.0,0.5,-1.0,0.0
http://dl-learner.org/res/action75518543,-1.0,90.0,-1.0,0.5,1.0
http://dl-learner.org/res/action75518643,-1.0,90.0,0.0,1.0,0.0
http://dl-learner.org/res/action7577312830,0.0,9.0,0.0,-1.0,0.0
http://dl-learner.org/res/action7577313630,-1.0,8.0,-1.0,0.0,0.0
http://dl-learner.org/res/action7588012445,-1.0,23.0,-1.0,0.0,0.0
http://dl-learner.org/res/action7588015445,-1.0,90.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action7588020745,-1.0,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action7588031045,-1.0,90.0,0.0,1.0,0.0
http://dl-learner.org/res/action7588031145,-1.0,24.0,-1.0,1.0,0.0
http://dl-learner.org/res/action7588031445,0.0,90.0,-1.0,0.375,0.0
http://dl-learner.org/res/action7588032045,-1.0,90.0,-1.0,0.666667,0.0
http://dl-learner.org/res/action763112956,0.5,90.0,0.0,1.0,3.0
http://dl-learner.org/res/action763116056,1.0,69.0,0.0,-1.0,2.0
http://dl-learner.org/res/action763118756,-1.0,81.0,-1.0,0.5,3.0
http://dl-learner.org/res/action763118856,0.0,75.0,-1.0,1.0,1.0
http://dl-learner.org/res/action763123756,-1.0,9.0,-1.0,1.0,0.0
http://dl-learner.org/res/action763123856,-1.0,15.0,-1.0,1.0,0.0
http://dl-learner.org/res/action763125956,-1.0,83.0,-1.0,1.0,0.0
http://dl-learner.org/res/action763126056,-1.0,1.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action76312756,-1.0,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action763128056,-1.0,74.0,1.0,1.0,0.0
http://dl-learner.org/res/action763131356,-1.0,90.0,1.0,0.666667,0.0
http://dl-learner.org/res/action763132756,-1.0,71.0,-1.0,1.0,1.0
http://dl-learner.org/res/action763132856,0.5,90.0,0.5,0.666667,1.0
http://dl-learner.org/res/action763133956,-1.0,90.0,1.0,0.75,2.0
http://dl-learner.org/res/action763135256,-1.0,79.0,0.0,0.6,0.0
http://dl-learner.org/res/action763135356,1.0,90.0,1.0,0.857143,1.0
http://dl-learner.org/res/action763135456,-1.0,14.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action763135756,-1.0,24.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action763135856,-1.0,90.0,1.0,1.0,0.0
http://dl-learner.org/res/action76316356,-1.0,82.0,0.0,0.833333,2.0
http://dl-learner.org/res/action76319756,0.833333,90.0,0.5,1.0,0.0
http://dl-learner.org/res/action76319856,1.0,90.0,-1.0,1.0,1.0
http://dl-learner.org/res/action763510739,1.0,89.0,0.0,1.0,1.0
http://dl-learner.org/res/action763513939,-1.0,82.0,0.0,-1.0,3.0
http://dl-learner.org/res/action763519739,0.5,90.0,1.0,1.0,1.0
http://dl-learner.org/res/action763519839,-1.0,90.0,0.0,1.0,1.0
http://dl-learner.org/res/action763522339,1.0,85.0,1.0,-1.0,0.0
http://dl-learner.org/res/action763522439,0.0,6.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action763524739,0.0,81.0,-1.0,0.0,1.0
http://dl-learner.org/res/action763524839,0.0,29.0,-1.0,1.0,0.0
http://dl-learner.org/res/action763526939,0.0,85.0,0.5,-1.0,2.0
http://dl-learner.org/res/action763528939,0.0,19.0,-1.0,1.0,0.0
http://dl-learner.org/res/action763530739,0.0,58.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action763530839,-1.0,4.0,-1.0,1.0,0.0
http://dl-learner.org/res/action763532339,0.0,75.0,0.0,1.0,3.0
http://dl-learner.org/res/action763533739,0.0,17.0,-1.0,-1.0,1.0
http://dl-learner.org/res/action763534939,0.0,80.0,1.0,1.0,0.0
http://dl-learner.org/res/action763535939,0.4,66.0,1.0,-1.0,1.0
http://dl-learner.org/res/action763536839,-1.0,18.0,0.0,-1.0,0.0
http://dl-learner.org/res/action763537339,0.25,76.0,1.0,0.0,1.0
http://dl-learner.org/res/action76353739,-1.0,86.0,0.0,1.0,1.0
http://dl-learner.org/res/action763537439,-1.0,22.0,-1.0,0.0,0.0
http://dl-learner.org/res/action763537739,0.0,21.0,1.0,0.5,0.0
http://dl-learner.org/res/action763537939,0.5,90.0,1.0,1.0,0.0
http://dl-learner.org/res/action763538039,0.0,59.0,0.0,0.5,1.0
http://dl-learner.org/res/action76357339,0.5,67.0,1.0,1.0,0.0
http://dl-learner.org/res/action763591191,1.0,90.0,1.0,0.5,2.0
http://dl-learner.org/res/action763591491,-1.0,90.0,0.0,0.75,1.0
http://dl-learner.org/res/action76359171,0.75,90.0,-1.0,0.5,1.0
http://dl-learner.org/res/action763591771,0.5,90.0,-1.0,1.0,3.0
http://dl-learner.org/res/action763591781,-1.0,4.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action76359181,0.0,17.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action763592031,-1.0,20.0,-1.0,1.0,0.0
http://dl-learner.org/res/action763592271,0.0,76.0,0.0,1.0,0.0
http://dl-learner.org/res/action763592491,0.0,24.0,-1.0,0.0,0.0
http://dl-learner.org/res/action763592501,0.0,90.0,-1.0,0.6,1.0
http://dl-learner.org/res/action763592721,0.666667,90.0,-1.0,0.714286,1.0
http://dl-learner.org/res/action763592731,1.0,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action763592741,0.0,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action763592751,0.0,90.0,0.333333,0.75,0.0
http://dl-learner.org/res/action763592761,-1.0,16.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action763592771,0.75,90.0,0.0,1.0,3.0
http://dl-learner.org/res/action763592791,-1.0,90.0,0.0,-1.0,1.0
http://dl-learner.org/res/action763592801,-1.0,90.0,0.0,0.833333,1.0
http://dl-learner.org/res/action763592811,0.0,90.0,1.0,0.333333,0.0
http://dl-learner.org/res/action763592821,0.0,90.0,1.0,0.666667,0.0
http://dl-learner.org/res/action763592831,1.0,90.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action763592841,0.0,90.0,-1.0,0.25,1.0
http://dl-learner.org/res/action763592851,-1.0,14.0,-1.0,1.0,0.0
http://dl-learner.org/res/action763592861,-1.0,90.0,0.0,0.75,3.0
http://dl-learner.org/res/action763592881,-1.0,90.0,0.0,1.0,0.0
http://dl-learner.org/res/action763592891,1.0,90.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action76359531,0.0,90.0,0.5,1.0,1.0
http://dl-learner.org/res/action76359871,-1.0,90.0,0.5,0.5,2.0
http://dl-learner.org/res/action76359881,0.0,63.0,0.0,-1.0,3.0
http://dl-learner.org/res/action764511111,-1.0,90.0,0.5,1.0,0.0
http://dl-learner.org/res/action764511211,-1.0,42.0,-1.0,0.0,0.0
http://dl-learner.org/res/action764514111,-1.0,90.0,-1.0,0.5,0.0
http://dl-learner.org/res/action764517111,-1.0,90.0,-1.0,1.0,1.0
http://dl-learner.org/res/action764517211,1.0,90.0,-1.0,0.8,0.0
http://dl-learner.org/res/action764517311,-1.0,90.0,-1.0,0.5,0.0
http://dl-learner.org/res/action764517411,-1.0,90.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action764517511,-1.0,90.0,-1.0,1.0,3.0
http://dl-learner.org/res/action764517711,-1.0,90.0,0.0,1.0,2.0
http://dl-learner.org/res/action764517811,-1.0,90.0,-1.0,1.0,1.0
http://dl-learner.org/res/action764517911,-1.0,90.0,-1.0,0.5,0.0
http://dl-learner.org/res/action764518011,-1.0,90.0,-1.0,0.5,3.0
http://dl-learner.org/res/action764518111,-1.0,90.0,-1.0,1.0,1.0
http://dl-learner.org/res/action764518211,-1.0,90.0,-1.0,0.0,1.0
http://dl-learner.org/res/action764518311,-1.0,90.0,-1.0,0.5,1.0
http://dl-learner.org/res/action764518511,-1.0,90.0,-1.0,0.0,2.0
http://dl-learner.org/res/action764518611,-1.0,90.0,0.0,0.5,1.0
http://dl-learner.org/res/action764518711,-1.0,90.0,-1.0,1.0,1.0
http://dl-learner.org/res/action764518811,-1.0,90.0,-1.0,1.0,1.0
http://dl-learner.org/res/action764518911,-1.0,90.0,0.0,0.5,0.0
http://dl-learner.org/res/action764519011,-1.0,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action764519211,-1.0,8.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action764519311,-1.0,90.0,0.0,0.0,1.0
http://dl-learner.org/res/action764519411,-1.0,90.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action764519511,-1.0,90.0,1.0,0.0,1.0
http://dl-learner.org/res/action764519711,-1.0,90.0,1.0,1.0,0.0
http://dl-learner.org/res/action764519811,0.0,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action76454511,1.0,90.0,0.333333,-1.0,1.0
http://dl-learner.org/res/action76457911,-1.0,90.0,-1.0,-1.0,2.0
http://dl-learner.org/res/action7645911,-1.0,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action767010435,-1.0,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action767013635,1.0,74.0,-1.0,1.0,1.0
http://dl-learner.org/res/action767016635,0.0,90.0,0.25,0.75,0.0
http://dl-learner.org/res/action767019435,1.0,90.0,0.0,1.0,0.0
http://dl-learner.org/res/action767024435,-1.0,21.0,0.0,-1.0,0.0
http://dl-learner.org/res/action767026635,0.0,90.0,1.0,1.0,0.0
http://dl-learner.org/res/action767028635,-1.0,72.0,0.5,0.0,0.0
http://dl-learner.org/res/action767030435,-1.0,45.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action767033435,-1.0,20.0,-1.0,-1.0,1.0
http://dl-learner.org/res/action76703435,-1.0,38.0,1.0,-1.0,0.0
http://dl-learner.org/res/action767035635,0.0,90.0,0.6,1.0,0.0
http://dl-learner.org/res/action767037635,-1.0,10.0,0.0,1.0,0.0
http://dl-learner.org/res/action767037835,-1.0,45.0,0.666667,-1.0,0.0
http://dl-learner.org/res/action76707035,-1.0,10.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action771211030,1.0,90.0,0.0,0.666667,0.0
http://dl-learner.org/res/action771211230,0.333333,90.0,0.0,0.0,1.0
http://dl-learner.org/res/action771211430,0.5,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action771211630,0.0,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action771211830,1.0,90.0,1.0,0.2,1.0
http://dl-learner.org/res/action771212030,0.5,90.0,-1.0,0.666667,1.0
http://dl-learner.org/res/action771212230,0.5,90.0,-1.0,0.0,1.0
http://dl-learner.org/res/action771212430,0.333333,90.0,-1.0,-1.0,1.0
http://dl-learner.org/res/action771212630,0.333333,90.0,0.0,1.0,2.0
http://dl-learner.org/res/action771212830,-1.0,90.0,-1.0,1.0,1.0
http://dl-learner.org/res/action771213030,-1.0,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action771213230,0.0,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action771213430,-1.0,90.0,-1.0,1.0,1.0
http://dl-learner.org/res/action771213630,0.0,90.0,-1.0,0.5,1.0
http://dl-learner.org/res/action771213830,-1.0,90.0,-1.0,0.5,3.0
http://dl-learner.org/res/action771213930,1.0,90.0,1.0,1.0,0.0
http://dl-learner.org/res/action771214030,1.0,90.0,0.0,0.333333,4.0
http://dl-learner.org/res/action77124230,0.666667,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action7712630,0.0,90.0,1.0,1.0,1.0
http://dl-learner.org/res/action77127630,0.333333,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action7780027,0.0,37.0,-1.0,1.0,0.0
http://dl-learner.org/res/action77800407,-1.0,15.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action77800437,-1.0,12.0,1.0,-1.0,0.0
http://dl-learner.org/res/action77800447,-1.0,90.0,-1.0,1.0,1.0
http://dl-learner.org/res/action77800487,-1.0,1.0,1.0,-1.0,0.0
http://dl-learner.org/res/action77800507,0.0,32.0,0.5,-1.0,0.0
http://dl-learner.org/res/action77800527,0.0,90.0,0.0,-1.0,0.0
http://dl-learner.org/res/action77800547,-1.0,90.0,0.0,1.0,1.0
http://dl-learner.org/res/action77800567,1.0,6.0,0.5,-1.0,0.0
http://dl-learner.org/res/action77800587,-1.0,24.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action77800627,-1.0,31.0,0.0,-1.0,0.0
http://dl-learner.org/res/action77800707,0.0,16.0,-1.0,1.0,0.0
http://dl-learner.org/res/action77800727,0.0,74.0,-1.0,1.0,1.0
http://dl-learner.org/res/action77800747,0.5,87.0,0.0,0.75,2.0
http://dl-learner.org/res/action780561418,-1.0,13.0,-1.0,1.0,1.0
http://dl-learner.org/res/action780561438,-1.0,90.0,0.0,1.0,0.0
http://dl-learner.org/res/action780561468,-1.0,90.0,-1.0,1.0,2.0
http://dl-learner.org/res/action780561478,1.0,90.0,-1.0,1.0,2.0
http://dl-learner.org/res/action780561508,-1.0,19.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action780561518,-1.0,90.0,0.0,0.857143,0.0
http://dl-learner.org/res/action780561598,-1.0,11.0,-1.0,0.5,0.0
http://dl-learner.org/res/action780561608,0.5,90.0,-1.0,0.0,1.0
http://dl-learner.org/res/action780561628,-1.0,65.0,0.5,0.555556,0.0
http://dl-learner.org/res/action780561638,-1.0,46.0,0.0,-1.0,1.0
http://dl-learner.org/res/action780561678,-1.0,45.0,0.0,-1.0,0.0
http://dl-learner.org/res/action780561698,-1.0,90.0,-1.0,0.666667,1.0
http://dl-learner.org/res/action780561708,-1.0,90.0,-1.0,1.0,1.0
http://dl-learner.org/res/action78056438,1.0,57.0,-1.0,-1.0,2.0
http://dl-learner.org/res/action78056778,-1.0,1.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action7805688,-1.0,66.0,-1.0,1.0,0.0
http://dl-learner.org/res/action7810820014,1.0,90.0,-1.0,0.5,0.0
http://dl-learner.org/res/action7810823214,-1.0,5.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action7810823414,-1.0,56.0,1.0,1.0,0.0
http://dl-learner.org/res/action7810823614,1.0,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action7810823814,1.0,90.0,-1.0,0.0,0.0
http://dl-learner.org/res/action7810824114,-1.0,63.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action781088414,-1.0,90.0,-1.0,0.5,1.0
http://dl-learner.org/res/action7877410839,-1.0,75.0,0.0,1.0,4.0
http://dl-learner.org/res/action7877414039,-1.0,87.0,-1.0,1.0,1.0
http://dl-learner.org/res/action7877427039,0.5,90.0,1.0,0.5,1.0
http://dl-learner.org/res/action7877429039,0.0,43.0,-1.0,0.75,0.0
http://dl-learner.org/res/action7877435039,-1.0,4.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action7877436039,-1.0,90.0,-1.0,0.5,0.0
http://dl-learner.org/res/action787743839,-1.0,10.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action79331214,-1.0,90.0,-1.0,0.0,0.0
http://dl-learner.org/res/action79331224,-1.0,90.0,1.0,-1.0,1.0
http://dl-learner.org/res/action79331514,-1.0,28.0,-1.0,1.0,1.0
http://dl-learner.org/res/action79331524,1.0,90.0,-1.0,0.5,0.0
http://dl-learner.org/res/action79331794,-1.0,90.0,-1.0,1.0,1.0
http://dl-learner.org/res/action79331804,0.0,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action7933194,-1.0,90.0,-1.0,0.5,0.0
http://dl-learner.org/res/action7933204,1.0,90.0,-1.0,-1.0,1.0
http://dl-learner.org/res/action79332054,-1.0,90.0,-1.0,1.0,1.0
http://dl-learner.org/res/action79332064,-1.0,90.0,0.5,0.0,2.0
http://dl-learner.org/res/action79332294,0.5,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action79332514,-1.0,90.0,0.0,0.333333,0.0
http://dl-learner.org/res/action79332524,-1.0,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action79332714,-1.0,90.0,1.0,0.0,1.0
http://dl-learner.org/res/action79332724,-1.0,90.0,-1.0,1.0,1.0
http://dl-learner.org/res/action79332924,-1.0,90.0,0.0,1.0,2.0
http://dl-learner.org/res/action79332934,0.0,90.0,-1.0,0.8,2.0
http://dl-learner.org/res/action79332944,-1.0,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action79332954,-1.0,90.0,-1.0,0.5,0.0
http://dl-learner.org/res/action79332964,1.0,90.0,0.0,0.5,1.0
http://dl-learner.org/res/action79332974,-1.0,90.0,0.0,0.333333,1.0
http://dl-learner.org/res/action79332984,-1.0,90.0,0.5,1.0,2.0
http://dl-learner.org/res/action79332994,-1.0,90.0,0.0,-1.0,0.0
http://dl-learner.org/res/action79333014,-1.0,90.0,0.0,1.0,0.0
http://dl-learner.org/res/action79333024,-1.0,90.0,0.0,1.0,0.0
http://dl-learner.org/res/action79333034,-1.0,90.0,-1.0,-1.0,1.0
http://dl-learner.org/res/action79333044,-1.0,45.0,-1.0,0.0,0.0
http://dl-learner.org/res/action79333054,-1.0,90.0,-1.0,0.5,0.0
http://dl-learner.org/res/action79333064,-1.0,90.0,-1.0,-1.0,1.0
http://dl-learner.org/res/action79333074,1.0,90.0,-1.0,1.0,1.0
http://dl-learner.org/res/action79333084,-1.0,90.0,-1.0,0.5,0.0
http://dl-learner.org/res/action7933554,-1.0,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action7933564,1.0,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action7933894,-1.0,90.0,-1.0,1.0,1.0
http://dl-learner.org/res/action7933904,-1.0,90.0,-1.0,0.8,0.0
http://dl-learner.org/res/action79581016,-1.0,2.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action79581026,-1.0,2.0,0.0,-1.0,0.0
http://dl-learner.org/res/action79581336,-1.0,90.0,0.666667,0.0,0.0
http://dl-learner.org/res/action79581926,0.666667,90.0,0.5,-1.0,2.0
http://dl-learner.org/res/action79582176,-1.0,23.0,1.0,-1.0,0.0
http://dl-learner.org/res/action79582186,1.0,30.0,0.5,-1.0,0.0
http://dl-learner.org/res/action79582416,0.0,84.0,0.5,-1.0,1.0
http://dl-learner.org/res/action79582636,1.0,37.0,1.0,-1.0,1.0
http://dl-learner.org/res/action79582646,1.0,90.0,0.5,0.333333,0.0
http://dl-learner.org/res/action79582836,1.0,90.0,0.333333,1.0,1.0
http://dl-learner.org/res/action79582846,-1.0,10.0,0.5,-1.0,0.0
http://dl-learner.org/res/action79583016,-1.0,26.0,0.666667,1.0,1.0
http://dl-learner.org/res/action79583026,0.0,22.0,-1.0,-1.0,1.0
http://dl-learner.org/res/action7958316,1.0,90.0,0.333333,1.0,1.0
http://dl-learner.org/res/action79583186,1.0,90.0,1.0,1.0,2.0
http://dl-learner.org/res/action79583326,0.5,90.0,0.0,-1.0,0.0
http://dl-learner.org/res/action79583436,1.0,45.0,0.0,1.0,0.0
http://dl-learner.org/res/action79583446,0.0,45.0,-1.0,1.0,1.0
http://dl-learner.org/res/action79583546,-1.0,7.0,-1.0,0.0,0.0
http://dl-learner.org/res/action79583616,-1.0,19.0,-1.0,0.0,0.0
http://dl-learner.org/res/action79583696,0.666667,90.0,0.5,1.0,0.0
http://dl-learner.org/res/action79583706,0.666667,90.0,0.333333,-1.0,0.0
http://dl-learner.org/res/action79583736,0.0,89.0,1.0,1.0,1.0
http://dl-learner.org/res/action79583746,0.0,16.0,1.0,-1.0,0.0
http://dl-learner.org/res/action7958676,0.0,20.0,0.5,-1.0,0.0
http://dl-learner.org/res/action7984330335,0.0,14.0,0.0,0.0,0.0
http://dl-learner.org/res/action798433335,-1.0,9.0,-1.0,1.0,1.0
http://dl-learner.org/res/action7984337035,-1.0,79.0,-1.0,0.5,0.0
http://dl-learner.org/res/action8006121356,1.0,2.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action8006135956,-1.0,3.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action8018118111,-1.0,1.0,0.5,-1.0,0.0
http://dl-learner.org/res/action80181911,-1.0,14.0,0.0,-1.0,0.0
http://dl-learner.org/res/action8023510930,0.0,90.0,1.0,-1.0,0.0
http://dl-learner.org/res/action8023511330,1.0,45.0,-1.0,1.0,0.0
http://dl-learner.org/res/action8023511930,0.0,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action8023512130,-1.0,90.0,-1.0,0.666667,0.0
http://dl-learner.org/res/action8023512330,1.0,90.0,-1.0,1.0,1.0
http://dl-learner.org/res/action8023512830,-1.0,90.0,-1.0,0.5,0.0
http://dl-learner.org/res/action8023512930,-1.0,54.0,-1.0,1.0,1.0
http://dl-learner.org/res/action8023513030,1.0,90.0,-1.0,0.666667,1.0
http://dl-learner.org/res/action8023513330,-1.0,90.0,1.0,1.0,0.0
http://dl-learner.org/res/action8023513430,-1.0,90.0,0.0,0.8,0.0
http://dl-learner.org/res/action8023513630,1.0,90.0,-1.0,-1.0,2.0
http://dl-learner.org/res/action8023513730,0.0,90.0,0.0,0.714286,1.0
http://dl-learner.org/res/action802354130,-1.0,90.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action80235530,-1.0,34.0,-1.0,1.0,0.0
http://dl-learner.org/res/action80254133,-1.0,90.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action80254173,-1.0,77.0,-1.0,0.0,0.0
http://dl-learner.org/res/action80254273,0.0,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action80254313,-1.0,22.0,-1.0,0.666667,0.0
http://dl-learner.org/res/action80254323,-1.0,15.0,-1.0,1.0,0.0
http://dl-learner.org/res/action80254333,-1.0,90.0,-1.0,1.0,1.0
http://dl-learner.org/res/action80254343,1.0,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action80254383,0.0,5.0,-1.0,1.0,0.0
http://dl-learner.org/res/action8025473,-1.0,14.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action8044212652,0.666667,90.0,0.0,0.75,5.0
http://dl-learner.org/res/action8044221052,0.666667,33.0,-1.0,1.0,1.0
http://dl-learner.org/res/action8044223452,0.6,90.0,0.0,0.75,1.0
http://dl-learner.org/res/action804422452,0.375,90.0,0.5,0.75,1.0
http://dl-learner.org/res/action8044227652,0.5,71.0,-1.0,1.0,2.0
http://dl-learner.org/res/action8044232852,0.5,52.0,-1.0,0.5,0.0
http://dl-learner.org/res/action8044233052,1.0,90.0,0.0,0.666667,1.0
http://dl-learner.org/res/action8044233252,0.75,70.0,0.0,1.0,1.0
http://dl-learner.org/res/action8044233452,0.666667,90.0,0.0,0.8,4.0
http://dl-learner.org/res/action8097927,-1.0,24.0,-1.0,-1.0,1.0
http://dl-learner.org/res/action80979407,0.0,1.0,-1.0,-1.0,1.0
http://dl-learner.org/res/action80979427,0.0,90.0,0.25,1.0,0.0
http://dl-learner.org/res/action80979447,0.0,82.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action80979487,-1.0,18.0,1.0,-1.0,0.0
http://dl-learner.org/res/action80979497,-1.0,10.0,-1.0,1.0,0.0
http://dl-learner.org/res/action80979507,0.0,17.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action80979547,0.0,84.0,0.5,-1.0,2.0
http://dl-learner.org/res/action80979597,-1.0,5.0,-1.0,1.0,0.0
http://dl-learner.org/res/action80979627,0.0,90.0,1.0,1.0,1.0
http://dl-learner.org/res/action80979647,0.666667,90.0,0.333333,-1.0,0.0
http://dl-learner.org/res/action80979687,-1.0,17.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action80979717,-1.0,4.0,1.0,-1.0,0.0
http://dl-learner.org/res/action80979747,-1.0,1.0,0.0,-1.0,0.0
http://dl-learner.org/res/action810251154,0.0,15.0,-1.0,-1.0,1.0
http://dl-learner.org/res/action8102514354,-1.0,7.0,1.0,-1.0,0.0
http://dl-learner.org/res/action8102520154,0.0,29.0,-1.0,1.0,0.0
http://dl-learner.org/res/action8102520554,0.0,73.0,1.0,1.0,4.0
http://dl-learner.org/res/action8102521854,-1.0,23.0,-1.0,1.0,0.0
http://dl-learner.org/res/action8102521954,0.4,74.0,0.0,0.0,0.0
http://dl-learner.org/res/action8102522354,-1.0,45.0,-1.0,1.0,0.0
http://dl-learner.org/res/action81880143,1.0,9.0,0.0,-1.0,0.0
http://dl-learner.org/res/action81880163,-1.0,5.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action81880173,0.333333,28.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action81880183,0.5,74.0,0.0,0.5,0.0
http://dl-learner.org/res/action81880203,0.666667,68.0,0.0,-1.0,1.0
http://dl-learner.org/res/action81880223,0.5,27.0,1.0,1.0,0.0
http://dl-learner.org/res/action8188023,0.75,12.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action81880243,0.666667,9.0,-1.0,0.0,2.0
http://dl-learner.org/res/action81880283,0.428571,66.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action81880303,1.0,13.0,-1.0,0.5,0.0
http://dl-learner.org/res/action81880323,0.0,8.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action81880363,0.333333,16.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action81880383,0.0,14.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action8188043,0.714286,68.0,0.666667,-1.0,1.0
http://dl-learner.org/res/action8188063,0.8,69.0,0.25,-1.0,2.0
http://dl-learner.org/res/action8188083,-1.0,70.0,-1.0,1.0,4.0
http://dl-learner.org/res/action8226311330,0.75,90.0,0.0,1.0,1.0
http://dl-learner.org/res/action8226311430,0.0,90.0,0.0,1.0,1.0
http://dl-learner.org/res/action8226314030,0.333333,90.0,1.0,0.75,0.0
http://dl-learner.org/res/action822634230,0.0,4.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action822637530,1.0,58.0,-1.0,1.0,0.0
http://dl-learner.org/res/action8251411030,-1.0,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action8251411430,-1.0,90.0,-1.0,0.0,0.0
http://dl-learner.org/res/action8251411830,1.0,90.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action8251412230,-1.0,90.0,-1.0,0.0,0.0
http://dl-learner.org/res/action8251412630,-1.0,90.0,-1.0,0.0,0.0
http://dl-learner.org/res/action8251412830,-1.0,90.0,1.0,1.0,0.0
http://dl-learner.org/res/action8251413030,-1.0,90.0,-1.0,0.75,0.0
http://dl-learner.org/res/action8251413230,-1.0,90.0,-1.0,-1.0,1.0
http://dl-learner.org/res/action8251413430,-1.0,90.0,-1.0,0.0,0.0
http://dl-learner.org/res/action8251413630,-1.0,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action8251414030,-1.0,90.0,-1.0,0.5,1.0
http://dl-learner.org/res/action825144230,-1.0,90.0,-1.0,-1.0,1.0
http://dl-learner.org/res/action825147630,-1.0,90.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action834281005,-1.0,45.0,0.0,1.0,0.0
http://dl-learner.org/res/action834281035,-1.0,28.0,-1.0,-1.0,1.0
http://dl-learner.org/res/action834281045,-1.0,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action834281055,-1.0,90.0,0.0,0.5,1.0
http://dl-learner.org/res/action834281075,-1.0,90.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action834281085,0.0,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action83428395,1.0,90.0,-1.0,0.5,0.0
